251  
-158.836459 -1347.567114 864.135575
-159.566003 -1346.953361 863.833791
-159.825892 -1346.225568 863.199145
-159.555936 -1345.471134 862.600854
-158.951194 -1344.713696 862.846974
-158.036517 -1344.345601 862.680026
-157.116344 -1344.047519 862.426198
-156.125397 -1343.913626 862.416327
-155.327913 -1344.255597 862.913392
-154.430936 -1344.645390 863.121945
-153.470923 -1344.897778 863.243085
-153.287587 -1344.116871 862.645949
-153.835868 -1343.368618 862.272443
-154.627718 -1342.777608 862.426325
-155.207868 -1342.190453 862.990839
-155.973486 -1341.648792 863.337872
-156.924675 -1341.878759 863.132068
-157.174123 -1342.792556 862.811519
-157.457166 -1343.279240 861.985066
-156.866846 -1344.057753 861.771899
-156.059628 -1344.460131 861.340052
-155.809940 -1344.956153 860.508416
-155.824819 -1345.540726 859.697211
-155.445797 -1345.553081 858.771906
-156.065270 -1345.092094 858.136497
-156.809178 -1345.067256 857.468677
-157.238660 -1344.956332 856.572440
-158.038315 -1344.546875 856.133240
-158.458806 -1343.644405 856.039779
-158.501018 -1342.739668 855.615905
-157.868590 -1342.312605 854.969645
-157.432189 -1342.158847 854.083127
-157.918252 -1342.403766 853.244225
-158.660787 -1342.832078 852.729258
-159.366092 -1343.462100 852.404268
-159.372933 -1344.231147 851.765113
-158.626640 -1344.497463 851.155095
-157.872462 -1345.146684 851.253724
-156.897403 -1345.270397 851.437992
-156.034269 -1345.456070 850.968391
-155.597762 -1346.355606 850.985638
-155.808570 -1347.331173 850.923767
-156.148251 -1348.207570 851.265156
-156.316206 -1348.983666 851.872993
-156.418969 -1349.662767 852.599809
-156.311856 -1350.311109 853.353585
-156.290189 -1350.686073 854.280371
-156.185081 -1351.041181 855.209269
-156.298716 -1350.554888 856.075644
-156.466559 -1349.858066 856.772973
-155.920256 -1349.311345 857.407519
-155.932380 -1349.416304 858.401922
-155.554292 -1349.090593 859.268502
-154.950326 -1348.687713 859.956189
-154.369928 -1348.814345 860.760616
-153.506717 -1348.713124 861.255207
-152.567705 -1348.847793 861.571625
-151.855541 -1348.146269 861.545442
-151.040121 -1347.569942 861.599643
-150.274988 -1346.930109 861.671656
-149.804537 -1346.219699 861.148212
-149.027609 -1345.596127 861.061378
-148.174205 -1345.144500 860.801116
-147.395404 -1344.800080 860.276861
-146.501552 -1344.462868 859.981369
-145.882385 -1343.735393 859.685712
-146.238734 -1343.192136 860.445901
-146.680858 -1342.601602 861.121028
-147.066704 -1342.308706 861.995862
-147.641773 -1341.643601 862.472235
-148.588827 -1341.471156 862.201401
-149.174452 -1342.205754 862.544051
-149.434087 -1343.159956 862.395425
-150.022096 -1343.955767 862.540095
-150.982415 -1344.170860 862.362550
-151.763128 -1344.504542 861.834210
-151.660060 -1345.487339 861.680953
-151.902936 -1346.431559 861.903350
-151.871984 -1347.420418 862.048951
-152.583664 -1347.791907 862.645196
-153.165996 -1348.365971 863.220817
-154.012498 -1348.772153 863.564983
-154.739893 -1349.398967 863.844270
-155.527528 -1349.988401 864.023711
-156.327191 -1350.463550 864.390823
-156.844918 -1351.179863 864.858643
-157.714897 -1351.457492 865.266145
-158.446938 -1352.126724 865.138691
-158.546654 -1352.703871 864.328161
-158.605961 -1353.454560 863.670172
-158.250708 -1354.097058 862.991208
-157.723786 -1354.855636 863.374500
-157.555173 -1355.779449 863.718215
-156.628315 -1355.866676 864.083354
-155.712478 -1355.465200 864.091024
-155.158611 -1355.017530 864.793038
-154.740870 -1354.210534 865.210470
-154.575111 -1353.226613 865.276978
-154.453228 -1352.443963 865.887391
-154.265229 -1352.041985 866.783533
-155.078719 -1351.536573 866.495794
-156.072454 -1351.500453 866.601552
-156.740191 -1350.777633 866.423623
-157.714754 -1351.001738 866.421533
-158.594162 -1350.531992 866.344207
-159.251802 -1349.803015 866.534211
-159.799297 -1349.172045 867.083872
-160.656298 -1348.980152 866.605618
-161.619124 -1348.779441 866.424842
-162.587276 -1348.978619 866.576533
-163.343148 -1349.284010 865.997401
-164.179902 -1349.810231 866.148842
-164.714941 -1350.651830 866.075049
-164.686830 -1351.240887 865.267446
-164.476201 -1352.216920 865.322165
-164.123387 -1353.079174 864.958792
-163.668468 -1353.879902 864.569069
-163.683359 -1354.827686 864.250505
-164.236370 -1355.405769 863.650506
-164.871914 -1356.091784 863.296293
-165.054633 -1356.978746 863.720454
-165.233859 -1357.935871 863.948030
-165.211315 -1358.915051 864.149764
-164.700356 -1359.765261 864.023017
-164.696451 -1360.645310 863.548150
-164.413583 -1361.602864 863.492690
-163.810446 -1362.194397 864.027773
-162.915343 -1362.349956 864.445615
-162.020114 -1362.223646 864.872946
-161.024245 -1362.293656 864.930773
-160.210354 -1362.303728 865.511703
-159.408044 -1361.761677 865.261742
-158.780119 -1361.388357 864.578849
-157.947498 -1361.858851 864.286654
-157.249533 -1361.869441 863.570600
-156.719756 -1361.748848 862.731080
-156.138080 -1361.534635 861.946373
-155.463614 -1361.199808 861.288356
-154.648126 -1361.003026 860.744061
-154.243853 -1360.299583 860.159483
-154.321756 -1359.336021 860.415374
-154.788007 -1358.531606 860.783513
-155.495127 -1357.824513 860.782713
-156.279185 -1357.239291 860.575905
-157.136533 -1356.842360 860.248188
-157.911325 -1356.333551 859.872939
-158.269538 -1355.528523 859.400061
-158.974275 -1354.876434 859.120551
-158.776508 -1353.924096 859.352802
-158.225244 -1353.375906 859.981765
-158.078090 -1352.443354 860.311449
-158.758443 -1351.930336 860.834835
-159.464492 -1351.365333 861.261761
-159.277723 -1350.596293 861.873067
-158.544216 -1349.932988 862.021367
-157.647720 -1349.859636 862.458304
-156.886315 -1350.258557 862.969308
-155.951640 -1350.261754 863.324796
-155.055532 -1349.918928 863.042906
-154.538568 -1349.136958 862.694666
-154.112817 -1348.561326 861.996537
-154.195796 -1347.592604 862.230403
-154.053437 -1346.615847 862.070156
-154.713450 -1345.865119 862.098260
-154.930318 -1345.047218 861.565337
-155.500257 -1344.607215 860.871387
-155.711112 -1343.656030 860.646026
-156.426495 -1343.030384 860.334909
-157.198704 -1342.870389 859.720015
-157.944721 -1342.698449 859.076668
-158.741636 -1342.663436 858.473591
-158.914249 -1342.647386 857.488732
-158.982860 -1343.095337 856.597311
-159.312163 -1343.838359 856.014663
-159.837026 -1344.675397 855.860111
-159.531170 -1345.606717 856.057834
-159.402975 -1346.586057 856.214228
-159.885976 -1347.340081 856.659377
-159.508097 -1347.649676 857.531936
-159.506303 -1348.255054 858.327872
-159.767337 -1347.987853 859.255485
-160.303753 -1348.009098 860.099171
-160.655162 -1348.706035 860.724303
-160.424973 -1349.247450 861.532934
-160.649196 -1350.196694 861.753524
-161.043497 -1351.097669 861.934554
-161.397456 -1352.024503 861.809286
-162.008792 -1352.789341 861.606087
-162.621497 -1353.577708 861.550664
-162.848298 -1354.464619 861.953095
-162.615763 -1355.434049 862.031404
-162.541211 -1356.191416 862.680124
-162.517354 -1355.997938 863.660938
-162.202003 -1356.187876 864.590711
-161.469096 -1356.580678 865.146187
-160.634196 -1356.637124 865.693686
-159.903758 -1356.677399 866.375477
-159.051826 -1356.353997 865.963626
-158.394376 -1356.807912 865.362194
-157.561368 -1356.264567 865.257912
